Country,Indicator,Year,Value
ERI,NGDPRPC,2003,1657.686
ERI,NGDPRPC,2004,1612.186
ERI,NGDPRPC,2005,1589.457
ERI,NGDPRPC,2006,1517.477
ERI,NGDPRPC,2007,1487.485
ERI,NGDPRPC,2008,1299
ERI,NGDPRPC,2009,1306.692
ERI,NGDPRPC,2010,1292.736
ERI,NGDPRPC,2011,1360.069
ERI,NGDPRPC,2012,1409.081
ERI,NGDPRPC,2013,1382.258
ERI,NGDPRPC,2014,1360.897
ERI,NGDPRPC,2015,1320.735
ERI,NGDPRPC,2016,1307.165
ERI,NGDPRPC,2017,1306.247
ERI,NGDPRPC,2018,1309.919
ERI,NGDPRPC,2019,1314.46
ERI,NGDPRPC,2020,1320.622
ERI,NGDPPC,1992,645.05
ERI,NGDPPC,1993,744.813
ERI,NGDPPC,1994,1014.617
ERI,NGDPPC,1995,1149.457
ERI,NGDPPC,1996,1364.724
ERI,NGDPPC,1997,1499.357
ERI,NGDPPC,1998,1623.706
ERI,NGDPPC,1999,1705.317
ERI,NGDPPC,2000,1725.874
ERI,NGDPPC,2001,2074.53
ERI,NGDPPC,2002,2377.632
ERI,NGDPPC,2003,2700.307
ERI,NGDPPC,2004,3277.464
ERI,NGDPPC,2005,3477.6
ERI,NGDPPC,2006,3698.407
ERI,NGDPPC,2007,3889.531
ERI,NGDPPC,2008,3942.728
ERI,NGDPPC,2009,5136.248
ERI,NGDPPC,2010,5669.497
ERI,NGDPPC,2011,6760.823
ERI,NGDPPC,2012,7760.226
ERI,NGDPPC,2013,8367.985
ERI,NGDPPC,2014,9074.063
ERI,NGDPPC,2015,9683.779
ERI,NGDPPC,2016,10586.372
ERI,NGDPPC,2017,11634.095
ERI,NGDPPC,2018,12881.671
ERI,NGDPPC,2019,14288.891
ERI,NGDPPC,2020,14506.258
ERI,NGDPDPC,1992,230.375
ERI,NGDPDPC,1993,142.435
ERI,NGDPDPC,1994,164.711
ERI,NGDPDPC,1995,181.876
ERI,NGDPDPC,1996,214.691
ERI,NGDPDPC,1997,215.186
ERI,NGDPDPC,1998,220.554
ERI,NGDPDPC,1999,209.174
ERI,NGDPDPC,2000,179.312
ERI,NGDPDPC,2001,183.433
ERI,NGDPDPC,2002,170.34
ERI,NGDPDPC,2003,194.576
ERI,NGDPDPC,2004,237.713
ERI,NGDPDPC,2005,226.29
ERI,NGDPDPC,2006,240.547
ERI,NGDPDPC,2007,252.978
ERI,NGDPDPC,2008,256.438
ERI,NGDPDPC,2009,334.065
ERI,NGDPDPC,2010,368.748
ERI,NGDPDPC,2011,439.728
ERI,NGDPDPC,2012,504.73
ERI,NGDPDPC,2013,544.259
ERI,NGDPDPC,2014,590.183
ERI,NGDPDPC,2015,629.839
ERI,NGDPDPC,2016,688.544
ERI,NGDPDPC,2017,756.689
ERI,NGDPDPC,2018,837.832
ERI,NGDPDPC,2019,929.359
ERI,NGDPDPC,2020,943.496
ERI,NGAP_NPGDP,1980,
ERI,NGAP_NPGDP,1981,
ERI,NGAP_NPGDP,1982,
ERI,NGAP_NPGDP,1983,
ERI,NGAP_NPGDP,1984,
ERI,NGAP_NPGDP,1985,
ERI,NGAP_NPGDP,1986,
ERI,NGAP_NPGDP,1987,
ERI,NGAP_NPGDP,1988,
ERI,NGAP_NPGDP,1989,
ERI,NGAP_NPGDP,1990,
ERI,NGAP_NPGDP,1991,
ERI,NGAP_NPGDP,1992,
ERI,NGAP_NPGDP,1993,
ERI,NGAP_NPGDP,1994,
ERI,NGAP_NPGDP,1995,
ERI,NGAP_NPGDP,1996,
ERI,NGAP_NPGDP,1997,
ERI,NGAP_NPGDP,1998,
ERI,NGAP_NPGDP,1999,
ERI,NGAP_NPGDP,2000,
ERI,NGAP_NPGDP,2001,
ERI,NGAP_NPGDP,2002,
ERI,NGAP_NPGDP,2003,
ERI,NGAP_NPGDP,2004,
ERI,NGAP_NPGDP,2005,
ERI,NGAP_NPGDP,2006,
ERI,NGAP_NPGDP,2007,
ERI,NGAP_NPGDP,2008,
ERI,NGAP_NPGDP,2009,
ERI,NGAP_NPGDP,2010,
ERI,NGAP_NPGDP,2011,
ERI,NGAP_NPGDP,2012,
ERI,NGAP_NPGDP,2013,
ERI,NGAP_NPGDP,2014,
ERI,NGAP_NPGDP,2015,
ERI,NGAP_NPGDP,2016,
ERI,NGAP_NPGDP,2017,
ERI,NGAP_NPGDP,2018,
ERI,NGAP_NPGDP,2019,
ERI,NGAP_NPGDP,2020,
ERI,PPPGDP,1992,2.643
ERI,PPPGDP,1993,3.054
ERI,PPPGDP,1994,3.772
ERI,PPPGDP,1995,3.94
ERI,PPPGDP,1996,4.378
ERI,PPPGDP,1997,4.805
ERI,PPPGDP,1998,4.953
ERI,PPPGDP,1999,5.038
ERI,PPPGDP,2000,4.516
ERI,PPPGDP,2001,5.023
ERI,PPPGDP,2002,5.253
ERI,PPPGDP,2003,5.216
ERI,PPPGDP,2004,5.437
ERI,PPPGDP,2005,5.757
ERI,PPPGDP,2006,5.876
ERI,PPPGDP,2007,6.118
ERI,PPPGDP,2008,5.628
ERI,PPPGDP,2009,5.891
ERI,PPPGDP,2010,6.093
ERI,PPPGDP,2011,6.759
ERI,PPPGDP,2012,7.363
ERI,PPPGDP,2013,7.573
ERI,PPPGDP,2014,7.814
ERI,PPPGDP,2015,7.903
ERI,PPPGDP,2016,8.2
ERI,PPPGDP,2017,8.639
ERI,PPPGDP,2018,9.141
ERI,PPPGDP,2019,9.664
ERI,PPPGDP,2020,10.228
ERI,PPPPC,1992,778.043
ERI,PPPPC,1993,899.914
ERI,PPPPC,1994,1109.065
ERI,PPPPC,1995,1148.406
ERI,PPPPC,1996,1255.657
ERI,PPPPC,1997,1347.304
ERI,PPPPC,1998,1349.673
ERI,PPPPC,1999,1327.653
ERI,PPPPC,2000,1146.329
ERI,PPPPC,2001,1224.664
ERI,PPPPC,2002,1227
ERI,PPPPC,2003,1166.22
ERI,PPPPC,2004,1165.399
ERI,PPPPC,2005,1185.935
ERI,PPPPC,2006,1167.019
ERI,PPPPC,2007,1174.394
ERI,PPPPC,2008,1045.699
ERI,PPPPC,2009,1059.88
ERI,PPPPC,2010,1061.371
ERI,PPPPC,2011,1139.704
ERI,PPPPC,2012,1201.975
ERI,PPPPC,2013,1196.663
ERI,PPPPC,2014,1195.345
ERI,PPPPC,2015,1170.382
ERI,PPPPC,2016,1175.709
ERI,PPPPC,2017,1199.065
ERI,PPPPC,2018,1228.278
ERI,PPPPC,2019,1257.103
ERI,PPPPC,2020,1287.948
ERI,PPPSH,1992,0.008
ERI,PPPSH,1993,0.009
ERI,PPPSH,1994,0.011
ERI,PPPSH,1995,0.011
ERI,PPPSH,1996,0.011
ERI,PPPSH,1997,0.011
ERI,PPPSH,1998,0.011
ERI,PPPSH,1999,0.011
ERI,PPPSH,2000,0.009
ERI,PPPSH,2001,0.01
ERI,PPPSH,2002,0.01
ERI,PPPSH,2003,0.009
ERI,PPPSH,2004,0.009
ERI,PPPSH,2005,0.009
ERI,PPPSH,2006,0.008
ERI,PPPSH,2007,0.008
ERI,PPPSH,2008,0.007
ERI,PPPSH,2009,0.007
ERI,PPPSH,2010,0.007
ERI,PPPSH,2011,0.007
ERI,PPPSH,2012,0.007
ERI,PPPSH,2013,0.007
ERI,PPPSH,2014,0.007
ERI,PPPSH,2015,0.007
ERI,PPPSH,2016,0.007
ERI,PPPSH,2017,0.007
ERI,PPPSH,2018,0.007
ERI,PPPSH,2019,0.007
ERI,PPPSH,2020,0.007
ERI,PPPEX,1992,0.829
ERI,PPPEX,1993,0.828
ERI,PPPEX,1994,0.915
ERI,PPPEX,1995,1.001
ERI,PPPEX,1996,1.087
ERI,PPPEX,1997,1.113
ERI,PPPEX,1998,1.203
ERI,PPPEX,1999,1.284
ERI,PPPEX,2000,1.506
ERI,PPPEX,2001,1.694
ERI,PPPEX,2002,1.938
ERI,PPPEX,2003,2.315
ERI,PPPEX,2004,2.812
ERI,PPPEX,2005,2.932
ERI,PPPEX,2006,3.169
ERI,PPPEX,2007,3.312
ERI,PPPEX,2008,3.77
ERI,PPPEX,2009,4.846
ERI,PPPEX,2010,5.342
ERI,PPPEX,2011,5.932
ERI,PPPEX,2012,6.456
ERI,PPPEX,2013,6.993
ERI,PPPEX,2014,7.591
ERI,PPPEX,2015,8.274
ERI,PPPEX,2016,9.004
ERI,PPPEX,2017,9.703
ERI,PPPEX,2018,10.488
ERI,PPPEX,2019,11.367
ERI,PPPEX,2020,11.263
ERI,NID_NGDP,1992,7.742
ERI,NID_NGDP,1993,16.745
ERI,NID_NGDP,1994,25.217
ERI,NID_NGDP,1995,22.283
ERI,NID_NGDP,1996,26.893
ERI,NID_NGDP,1997,30.475
ERI,NID_NGDP,1998,30.379
ERI,NID_NGDP,1999,40.098
ERI,NID_NGDP,2000,21.997
ERI,NID_NGDP,2001,35.261
ERI,NID_NGDP,2002,29.549
ERI,NID_NGDP,2003,26.544
ERI,NID_NGDP,2004,20.263
ERI,NID_NGDP,2005,20.339
ERI,NID_NGDP,2006,13.681
ERI,NID_NGDP,2007,12.674
ERI,NID_NGDP,2008,12.714
ERI,NID_NGDP,2009,9.264
ERI,NID_NGDP,2010,9.299
ERI,NID_NGDP,2011,9.996
ERI,NID_NGDP,2012,9.542
ERI,NID_NGDP,2013,8.769
ERI,NID_NGDP,2014,8.014
ERI,NID_NGDP,2015,7.82
ERI,NID_NGDP,2016,7.59
ERI,NID_NGDP,2017,7.373
ERI,NID_NGDP,2018,6.789
ERI,NID_NGDP,2019,6.644
ERI,NID_NGDP,2020,6.61
ERI,NGSD_NGDP,1992,18.029
ERI,NGSD_NGDP,1993,26.329
ERI,NGSD_NGDP,1994,32.897
ERI,NGSD_NGDP,1995,7.808
ERI,NGSD_NGDP,1996,10.279
ERI,NGSD_NGDP,1997,31.531
ERI,NGSD_NGDP,1998,8.429
ERI,NGSD_NGDP,1999,23.657
ERI,NGSD_NGDP,2000,21.373
ERI,NGSD_NGDP,2001,30.688
ERI,NGSD_NGDP,2002,36.351
ERI,NGSD_NGDP,2003,35.896
ERI,NGSD_NGDP,2004,18.919
ERI,NGSD_NGDP,2005,20.821
ERI,NGSD_NGDP,2006,10.224
ERI,NGSD_NGDP,2007,6.399
ERI,NGSD_NGDP,2008,7.181
ERI,NGSD_NGDP,2009,1.68
ERI,NGSD_NGDP,2010,3.69
ERI,NGSD_NGDP,2011,10.757
ERI,NGSD_NGDP,2012,12.164
ERI,NGSD_NGDP,2013,8.929
ERI,NGSD_NGDP,2014,7.327
ERI,NGSD_NGDP,2015,5.258
ERI,NGSD_NGDP,2016,4.568
ERI,NGSD_NGDP,2017,4.407
ERI,NGSD_NGDP,2018,2.819
ERI,NGSD_NGDP,2019,1.906
ERI,NGSD_NGDP,2020,1.109
ERI,PCPI,1992,46.253
ERI,PCPI,1993,48.467
ERI,PCPI,1994,54.839
ERI,PCPI,1995,61.41
ERI,PCPI,1996,67.728
ERI,PCPI,1997,70.261
ERI,PCPI,1998,76.912
ERI,PCPI,1999,83.37
ERI,PCPI,2000,100
ERI,PCPI,2001,114.625
ERI,PCPI,2002,133.97
ERI,PCPI,2003,164.34
ERI,PCPI,2004,205.606
ERI,PCPI,2005,231.319
ERI,PCPI,2006,266.165
ERI,PCPI,2007,290.93
ERI,PCPI,2008,348.95
ERI,PCPI,2009,464.104
ERI,PCPI,2010,523.085
ERI,PCPI,2011,592.882
ERI,PCPI,2012,665.546
ERI,PCPI,2013,747.116
ERI,PCPI,2014,838.683
ERI,PCPI,2015,941.472
ERI,PCPI,2016,1056.86
ERI,PCPI,2017,1186.389
ERI,PCPI,2018,1331.794
ERI,PCPI,2019,1495.02
ERI,PCPI,2020,1678.251
ERI,PCPIPCH,1993,4.787
ERI,PCPIPCH,1994,13.147
ERI,PCPIPCH,1995,11.983
ERI,PCPIPCH,1996,10.288
ERI,PCPIPCH,1997,3.739
ERI,PCPIPCH,1998,9.467
ERI,PCPIPCH,1999,8.397
ERI,PCPIPCH,2000,19.947
ERI,PCPIPCH,2001,14.625
ERI,PCPIPCH,2002,16.877
ERI,PCPIPCH,2003,22.669
ERI,PCPIPCH,2004,25.111
ERI,PCPIPCH,2005,12.506
ERI,PCPIPCH,2006,15.064
ERI,PCPIPCH,2007,9.304
ERI,PCPIPCH,2008,19.943
ERI,PCPIPCH,2009,33
ERI,PCPIPCH,2010,12.709
ERI,PCPIPCH,2011,13.343
ERI,PCPIPCH,2012,12.256
ERI,PCPIPCH,2013,12.256
ERI,PCPIPCH,2014,12.256
ERI,PCPIPCH,2015,12.256
ERI,PCPIPCH,2016,12.256
ERI,PCPIPCH,2017,12.256
ERI,PCPIPCH,2018,12.256
ERI,PCPIPCH,2019,12.256
ERI,PCPIPCH,2020,12.256
ERI,PCPIE,1992,43.983
ERI,PCPIE,1993,48.654
ERI,PCPIE,1994,52.2
ERI,PCPIE,1995,58.622
ERI,PCPIE,1996,60.679
ERI,PCPIE,1997,65.373
ERI,PCPIE,1998,71.27
ERI,PCPIE,1999,78.843
ERI,PCPIE,2000,100
ERI,PCPIE,2001,107.749
ERI,PCPIE,2002,133.412
ERI,PCPIE,2003,161.225
ERI,PCPIE,2004,189.251
ERI,PCPIE,2005,224.261
ERI,PCPIE,2006,244.53
ERI,PCPIE,2007,275.324
ERI,PCPIE,2008,358.544
ERI,PCPIE,2009,438.141
ERI,PCPIE,2010,500.349
ERI,PCPIE,2011,561.672
ERI,PCPIE,2012,630.511
ERI,PCPIE,2013,707.787
ERI,PCPIE,2014,794.534
ERI,PCPIE,2015,891.913
ERI,PCPIE,2016,1001.226
ERI,PCPIE,2017,1123.937
ERI,PCPIE,2018,1262.181
ERI,PCPIE,2019,1417.43
ERI,PCPIE,2020,1591.151
ERI,PCPIEPCH,1993,10.619
ERI,PCPIEPCH,1994,7.289
ERI,PCPIEPCH,1995,12.302
ERI,PCPIEPCH,1996,3.509
ERI,PCPIEPCH,1997,7.736
ERI,PCPIEPCH,1998,9.02
ERI,PCPIEPCH,1999,10.625
ERI,PCPIEPCH,2000,26.835
ERI,PCPIEPCH,2001,7.749
ERI,PCPIEPCH,2002,23.818
ERI,PCPIEPCH,2003,20.848
ERI,PCPIEPCH,2004,17.383
ERI,PCPIEPCH,2005,18.499
ERI,PCPIEPCH,2006,9.038
ERI,PCPIEPCH,2007,12.593
ERI,PCPIEPCH,2008,30.226
ERI,PCPIEPCH,2009,22.2
ERI,PCPIEPCH,2010,14.198
ERI,PCPIEPCH,2011,12.256
ERI,PCPIEPCH,2012,12.256
ERI,PCPIEPCH,2013,12.256
ERI,PCPIEPCH,2014,12.256
ERI,PCPIEPCH,2015,12.256
ERI,PCPIEPCH,2016,12.256
ERI,PCPIEPCH,2017,12.256
ERI,PCPIEPCH,2018,12.3
ERI,PCPIEPCH,2019,12.3
ERI,PCPIEPCH,2020,12.256
ERI,FLIBOR6,1980,
ERI,FLIBOR6,1981,
ERI,FLIBOR6,1982,
ERI,FLIBOR6,1983,
ERI,FLIBOR6,1984,
ERI,FLIBOR6,1985,
ERI,FLIBOR6,1986,
ERI,FLIBOR6,1987,
ERI,FLIBOR6,1988,
ERI,FLIBOR6,1989,
ERI,FLIBOR6,1990,
ERI,FLIBOR6,1991,
ERI,FLIBOR6,1992,
ERI,FLIBOR6,1993,
ERI,FLIBOR6,1994,
ERI,FLIBOR6,1995,
ERI,FLIBOR6,1996,
ERI,FLIBOR6,1997,
ERI,FLIBOR6,1998,
ERI,FLIBOR6,1999,
ERI,FLIBOR6,2000,
ERI,FLIBOR6,2001,
ERI,FLIBOR6,2002,
ERI,FLIBOR6,2003,
ERI,FLIBOR6,2004,
ERI,FLIBOR6,2005,
ERI,FLIBOR6,2006,
ERI,FLIBOR6,2007,
ERI,FLIBOR6,2008,
ERI,FLIBOR6,2009,
ERI,FLIBOR6,2010,
ERI,FLIBOR6,2011,
ERI,FLIBOR6,2012,
ERI,FLIBOR6,2013,
ERI,FLIBOR6,2014,
ERI,FLIBOR6,2015,
ERI,FLIBOR6,2016,
ERI,FLIBOR6,2017,
ERI,FLIBOR6,2018,
ERI,FLIBOR6,2019,
ERI,FLIBOR6,2020,
ERI,TM_RPCH,2000,-27.786
ERI,TM_RPCH,2001,15.909
ERI,TM_RPCH,2002,0.422
ERI,TM_RPCH,2003,12.814
ERI,TM_RPCH,2004,-2.469
ERI,TM_RPCH,2005,-18.551
ERI,TM_RPCH,2006,-35.925
ERI,TM_RPCH,2007,-28
ERI,TM_RPCH,2008,-9.969
ERI,TM_RPCH,2009,19.256
ERI,TM_RPCH,2010,11.854
ERI,TM_RPCH,2011,20.217
ERI,TM_RPCH,2012,14.7
ERI,TM_RPCH,2013,6.255
ERI,TM_RPCH,2014,18.33
ERI,TM_RPCH,2015,-4.469
ERI,TM_RPCH,2016,2.052
ERI,TM_RPCH,2017,-1.307
ERI,TM_RPCH,2018,8.414
ERI,TM_RPCH,2019,4.985
ERI,TM_RPCH,2020,1.603
ERI,TMG_RPCH,2000,-27.786
ERI,TMG_RPCH,2001,16.975
ERI,TMG_RPCH,2002,2.037
ERI,TMG_RPCH,2003,17.666
ERI,TMG_RPCH,2004,-16.926
ERI,TMG_RPCH,2005,1.26
ERI,TMG_RPCH,2006,-35.925
ERI,TMG_RPCH,2007,-38.94
ERI,TMG_RPCH,2008,-19.858
ERI,TMG_RPCH,2009,-9.688
ERI,TMG_RPCH,2010,21.083
ERI,TMG_RPCH,2011,10.799
ERI,TMG_RPCH,2012,19.174
ERI,TMG_RPCH,2013,13.093
ERI,TMG_RPCH,2014,4.906
ERI,TMG_RPCH,2015,19.783
ERI,TMG_RPCH,2016,1.065
ERI,TMG_RPCH,2017,1.065
ERI,TMG_RPCH,2018,1.065
ERI,TMG_RPCH,2019,1.065
ERI,TMG_RPCH,2020,1.065
ERI,TX_RPCH,2000,3.23
ERI,TX_RPCH,2001,17.512
ERI,TX_RPCH,2002,7.163
ERI,TX_RPCH,2003,-28.238
ERI,TX_RPCH,2004,9.129
ERI,TX_RPCH,2005,3.335
ERI,TX_RPCH,2006,20.547
ERI,TX_RPCH,2007,-10.86
ERI,TX_RPCH,2008,-21.362
ERI,TX_RPCH,2009,34.761
ERI,TX_RPCH,2010,18.085
ERI,TX_RPCH,2011,262.16
ERI,TX_RPCH,2012,54.293
ERI,TX_RPCH,2013,-1.317
ERI,TX_RPCH,2014,19.881
ERI,TX_RPCH,2015,-15.049
ERI,TX_RPCH,2016,0.334
ERI,TX_RPCH,2017,-1.373
ERI,TX_RPCH,2018,3.258
ERI,TX_RPCH,2019,-0.256
ERI,TX_RPCH,2020,-2.529
ERI,TXG_RPCH,2000,3.23
ERI,TXG_RPCH,2001,-5.951
ERI,TXG_RPCH,2002,107.516
ERI,TXG_RPCH,2003,-76.087
ERI,TXG_RPCH,2004,18.324
ERI,TXG_RPCH,2005,-2.242
ERI,TXG_RPCH,2006,7.006
ERI,TXG_RPCH,2007,9.306
ERI,TXG_RPCH,2008,31.343
ERI,TXG_RPCH,2009,26.146
ERI,TXG_RPCH,2010,26.1
ERI,TXG_RPCH,2011,20.764
ERI,TXG_RPCH,2012,21.04
ERI,TXG_RPCH,2013,21.04
ERI,TXG_RPCH,2014,21.04
ERI,TXG_RPCH,2015,21.04
ERI,TXG_RPCH,2016,21.04
ERI,TXG_RPCH,2017,21.04
ERI,TXG_RPCH,2018,21.04
ERI,TXG_RPCH,2019,21.04
ERI,TXG_RPCH,2020,21.04
ERI,LUR,1980,
ERI,LUR,1981,
ERI,LUR,1982,
ERI,LUR,1983,
ERI,LUR,1984,
ERI,LUR,1985,
ERI,LUR,1986,
ERI,LUR,1987,
ERI,LUR,1988,
ERI,LUR,1989,
ERI,LUR,1990,
ERI,LUR,1991,
ERI,LUR,1992,
ERI,LUR,1993,
ERI,LUR,1994,
ERI,LUR,1995,
ERI,LUR,1996,
ERI,LUR,1997,
ERI,LUR,1998,
ERI,LUR,1999,
ERI,LUR,2000,
ERI,LUR,2001,
ERI,LUR,2002,
ERI,LUR,2003,
ERI,LUR,2004,
ERI,LUR,2005,
ERI,LUR,2006,
ERI,LUR,2007,
ERI,LUR,2008,
ERI,LUR,2009,
ERI,LUR,2010,
ERI,LUR,2011,
ERI,LUR,2012,
ERI,LUR,2013,
ERI,LUR,2014,
ERI,LUR,2015,
ERI,LUR,2016,
ERI,LUR,2017,
ERI,LUR,2018,
ERI,LUR,2019,
ERI,LUR,2020,
ERI,LE,1980,
ERI,LE,1981,
ERI,LE,1982,
ERI,LE,1983,
ERI,LE,1984,
ERI,LE,1985,
ERI,LE,1986,
ERI,LE,1987,
ERI,LE,1988,
ERI,LE,1989,
ERI,LE,1990,
ERI,LE,1991,
ERI,LE,1992,
ERI,LE,1993,
ERI,LE,1994,
ERI,LE,1995,
ERI,LE,1996,
ERI,LE,1997,
ERI,LE,1998,
ERI,LE,1999,
ERI,LE,2000,
ERI,LE,2001,
ERI,LE,2002,
ERI,LE,2003,
ERI,LE,2004,
ERI,LE,2005,
ERI,LE,2006,
ERI,LE,2007,
ERI,LE,2008,
ERI,LE,2009,
ERI,LE,2010,
ERI,LE,2011,
ERI,LE,2012,
ERI,LE,2013,
ERI,LE,2014,
ERI,LE,2015,
ERI,LE,2016,
ERI,LE,2017,
ERI,LE,2018,
ERI,LE,2019,
ERI,LE,2020,
ERI,LP,1992,3.397
ERI,LP,1993,3.394
ERI,LP,1994,3.401
ERI,LP,1995,3.431
ERI,LP,1996,3.487
ERI,LP,1997,3.566
ERI,LP,1998,3.669
ERI,LP,1999,3.794
ERI,LP,2000,3.939
ERI,LP,2001,4.102
ERI,LP,2002,4.282
ERI,LP,2003,4.473
ERI,LP,2004,4.666
ERI,LP,2005,4.854
ERI,LP,2006,5.035
ERI,LP,2007,5.21
ERI,LP,2008,5.382
ERI,LP,2009,5.558
ERI,LP,2010,5.741
ERI,LP,2011,5.93
ERI,LP,2012,6.126
ERI,LP,2013,6.328
ERI,LP,2014,6.537
ERI,LP,2015,6.752
ERI,LP,2016,6.975
ERI,LP,2017,7.205
ERI,LP,2018,7.442
ERI,LP,2019,7.688
ERI,LP,2020,7.941
ERI,GGR,1992,0.67
ERI,GGR,1993,1.398
ERI,GGR,1994,1.577
ERI,GGR,1995,1.778
ERI,GGR,1996,1.85
ERI,GGR,1997,2.255
ERI,GGR,1998,2.197
ERI,GGR,1999,2.32
ERI,GGR,2000,3.122
ERI,GGR,2001,3.287
ERI,GGR,2002,3.686
ERI,GGR,2003,6.017
ERI,GGR,2004,5.846
ERI,GGR,2005,5.957
ERI,GGR,2006,5.043
ERI,GGR,2007,4.921
ERI,GGR,2008,4.457
ERI,GGR,2009,4.542
ERI,GGR,2010,6.048
ERI,GGR,2011,6.987
ERI,GGR,2012,8.17
ERI,GGR,2013,9.141
ERI,GGR,2014,10.3
ERI,GGR,2015,10.854
ERI,GGR,2016,11.826
ERI,GGR,2017,12.18
ERI,GGR,2018,13.905
ERI,GGR,2019,15.814
ERI,GGR,2020,14.823
ERI,GGR_NGDP,1992,30.577
ERI,GGR_NGDP,1993,55.291
ERI,GGR_NGDP,1994,45.695
ERI,GGR_NGDP,1995,45.088
ERI,GGR_NGDP,1996,38.883
ERI,GGR_NGDP,1997,42.178
ERI,GGR_NGDP,1998,36.871
ERI,GGR_NGDP,1999,35.847
ERI,GGR_NGDP,2000,45.924
ERI,GGR_NGDP,2001,38.629
ERI,GGR_NGDP,2002,36.205
ERI,GGR_NGDP,2003,49.823
ERI,GGR_NGDP,2004,38.232
ERI,GGR_NGDP,2005,35.289
ERI,GGR_NGDP,2006,27.081
ERI,GGR_NGDP,2007,24.282
ERI,GGR_NGDP,2008,21.003
ERI,GGR_NGDP,2009,15.909
ERI,GGR_NGDP,2010,18.58
ERI,GGR_NGDP,2011,17.425
ERI,GGR_NGDP,2012,17.185
ERI,GGR_NGDP,2013,17.263
ERI,GGR_NGDP,2014,17.365
ERI,GGR_NGDP,2015,16.6
ERI,GGR_NGDP,2016,16.015
ERI,GGR_NGDP,2017,14.531
ERI,GGR_NGDP,2018,14.504
ERI,GGR_NGDP,2019,14.396
ERI,GGR_NGDP,2020,12.867
ERI,GGX,1992,0.553
ERI,GGX,1993,1.315
ERI,GGX,1994,1.345
ERI,GGX,1995,2.478
ERI,GGX,1996,2.528
ERI,GGX,1997,2.489
ERI,GGX,1998,4.057
ERI,GGX,1999,5.311
ERI,GGX,2000,5.042
ERI,GGX,2001,5.875
ERI,GGX,2002,6.368
ERI,GGX,2003,8.093
ERI,GGX,2004,8.386
ERI,GGX,2005,9.704
ERI,GGX,2006,7.664
ERI,GGX,2007,8.093
ERI,GGX,2008,8.941
ERI,GGX,2009,8.745
ERI,GGX,2010,11.27
ERI,GGX,2011,13.474
ERI,GGX,2012,14.583
ERI,GGX,2013,15.759
ERI,GGX,2014,17.2
ERI,GGX,2015,18.822
ERI,GGX,2016,21.032
ERI,GGX,2017,23.631
ERI,GGX,2018,26.27
ERI,GGX,2019,29.661
ERI,GGX,2020,31.045
ERI,GGX_NGDP,1992,25.244
ERI,GGX_NGDP,1993,52.022
ERI,GGX_NGDP,1994,38.969
ERI,GGX_NGDP,1995,62.837
ERI,GGX_NGDP,1996,53.125
ERI,GGX_NGDP,1997,46.549
ERI,GGX_NGDP,1998,68.097
ERI,GGX_NGDP,1999,82.081
ERI,GGX_NGDP,2000,74.158
ERI,GGX_NGDP,2001,69.047
ERI,GGX_NGDP,2002,62.558
ERI,GGX_NGDP,2003,67.009
ERI,GGX_NGDP,2004,54.841
ERI,GGX_NGDP,2005,57.487
ERI,GGX_NGDP,2006,41.156
ERI,GGX_NGDP,2007,39.94
ERI,GGX_NGDP,2008,42.132
ERI,GGX_NGDP,2009,30.635
ERI,GGX_NGDP,2010,34.624
ERI,GGX_NGDP,2011,33.605
ERI,GGX_NGDP,2012,30.676
ERI,GGX_NGDP,2013,29.76
ERI,GGX_NGDP,2014,28.999
ERI,GGX_NGDP,2015,28.785
ERI,GGX_NGDP,2016,28.484
ERI,GGX_NGDP,2017,28.192
ERI,GGX_NGDP,2018,27.402
ERI,GGX_NGDP,2019,27.001
ERI,GGX_NGDP,2020,26.949
ERI,GGXCNL,1992,0.117
ERI,GGXCNL,1993,0.083
ERI,GGXCNL,1994,0.232
ERI,GGXCNL,1995,-0.7
ERI,GGXCNL,1996,-0.678
ERI,GGXCNL,1997,-0.234
ERI,GGXCNL,1998,-1.86
ERI,GGXCNL,1999,-2.992
ERI,GGXCNL,2000,-1.92
ERI,GGXCNL,2001,-2.588
ERI,GGXCNL,2002,-2.683
ERI,GGXCNL,2003,-2.076
ERI,GGXCNL,2004,-2.54
ERI,GGXCNL,2005,-3.747
ERI,GGXCNL,2006,-2.621
ERI,GGXCNL,2007,-3.173
ERI,GGXCNL,2008,-4.484
ERI,GGXCNL,2009,-4.204
ERI,GGXCNL,2010,-5.222
ERI,GGXCNL,2011,-6.487
ERI,GGXCNL,2012,-6.414
ERI,GGXCNL,2013,-6.617
ERI,GGXCNL,2014,-6.901
ERI,GGXCNL,2015,-7.968
ERI,GGXCNL,2016,-9.207
ERI,GGXCNL,2017,-11.451
ERI,GGXCNL,2018,-12.365
ERI,GGXCNL,2019,-13.847
ERI,GGXCNL,2020,-16.222
ERI,GGXCNL_NGDP,1992,5.333
ERI,GGXCNL_NGDP,1993,3.269
ERI,GGXCNL_NGDP,1994,6.726
ERI,GGXCNL_NGDP,1995,-17.749
ERI,GGXCNL_NGDP,1996,-14.242
ERI,GGXCNL_NGDP,1997,-4.371
ERI,GGXCNL_NGDP,1998,-31.226
ERI,GGXCNL_NGDP,1999,-46.235
ERI,GGXCNL_NGDP,2000,-28.233
ERI,GGXCNL_NGDP,2001,-30.418
ERI,GGXCNL_NGDP,2002,-26.353
